TCGA-A7-A13D-01A-13R-A12P-07	TCGA-E9-A1RH-11A-34R-A169-07
SSC5D	2264	2417
SSH1	2584	3062
SSH2	1782	2956
SSH3	1228	1466
SSMEM1	3	8
SSNA1	2487	1124
SSPN	1298	5740
SSR1	12581	10169
SSR2	32193	6025
SSR3	13577	10163
SSR4	10428	4217
SSRP1	11954	5588
SST	0	1
SSTR1	6	276
SSTR2	360	449
SSTR3	8	5
SSTR4	0	0
SSTR5	0	2
SSU72	6990	7081
SSUH2	17	56
SSX1	0	0
SSX2	0	0
SSX2B	0	0
SSX2IP	2042	337
SSX3	0	0
SSX4	0	0
SSX4B	0	0
SSX5	0	1
SSX7	0	0
ST13	10794	24143
ST14	32327	1079
ST18	6	2
ST20	46	29
ST20-MTHFS	0	0
ST3GAL1	12534	5631
ST3GAL2	986	1406
ST3GAL3	94	55
ST3GAL4	4695	1169
ST3GAL5	251	1960
ST3GAL6	415	1828
ST6GAL1	7039	4188
ST6GAL2	360	99
ST6GALNAC1	31	231
ST6GALNAC2	280	193
ST6GALNAC3	215	738
ST6GALNAC4	701	661
ST6GALNAC5	2335	238
ST6GALNAC6	2	7
ST7	1293	1487
ST7L	308	576
ST8SIA1	1558	594
ST8SIA2	85	20
ST8SIA3	0	0
ST8SIA4	569	878
ST8SIA5	35	11
ST8SIA6	802	495
STAB1	1078	9720
STAB2	24	173
STAC	1228	303
STAC2	148	1025
STAC3	112	89
STAG1	1888	2934
STAG2	5847	8999
STAG3	79	149
STAM	2712	1322
STAM2	1984	2647
STAMBP	2754	2263
STAMBPL1	284	419
STAP1	15	44
STAP2	3059	316
STAR	6	33
STARD10	1908	1020
STARD13	857	3500
STARD3	3262	1515
STARD3NL	1998	1390
STARD4	474	208
STARD5	48	39
STARD6	3	5
STARD7	12340	8204
STARD8	435	1487
STARD9	519	2831
STAT1	16092	11660
STAT2	4394	6547
STAT3	57107	15699
STAT4	35	474
STAT5A	8595	17083
STAT5B	8660	13726
STAT6	5075	10550
STATH	0	1
STAU1	12589	7911
STAU2	2484	3011
STBD1	124	647
STC1	2102	833
STC2	4272	5418
STEAP1	191	1753
STEAP1B	320	54
STEAP2	365	2606
STEAP3	7703	2103
STEAP4	237	8173
STH	0	3
STIL	2014	165
STIM1	6189	5371
STIM2	733	1870
STIP1	20896	4427
STK10	2681	1924
STK11	1979	1936
STK11IP	1614	576
STK16	1474	1273
STK17A	1491	1257
STK17B	2796	1753
STK19	482	387
STK24	3464	4025
STK25	6469	3987
STK26	2546	468
STK3	2854	1993
STK31	7	13
STK32A	50	243
STK32B	127	487
STK32C	1396	354
STK33	48	33
STK35	6943	2795
STK36	637	940
STK38	4329	4199
STK38L	6053	2835
STK39	1890	3439
STK4	2565	2744
STK40	5389	4924
STKLD1	83	63
STMN1	13891	2180
STMN2	775	65
STMN3	878	1193
STMN4	1	1
STMND1	2	34
STOM	6344	27790
STOML1	635	764
STOML2	9201	3707
STOML3	0	5
STON1	2177	2314
STON1-GTF2A1L	1	16
STON2	545	855
STOX1	55	1949
STOX2	1295	618
STPG1	797	587
STPG2	2	1
STRA6	348	22
STRA8	163	0
STRADA	204	183
STRADB	1153	3403
STRAP	10777	7234
STRBP	2551	1024
STRC	24	7
STRIP1	1866	1738
STRIP2	65	47
STRN	5671	3839
STRN3	1244	2513
STRN4	10666	2732
STS	615	5567
STT3A	12866	7897
STT3B	8429	10115
STUB1	1010	1051
STX10	2203	1187
STX11	83	2186
STX12	3108	7815
STX16	2588	3008
STX17	1693	2986
STX18	1008	1449
STX19	47	24
STX1A	627	75
STX1B	69	225
STX2	597	1392
STX3	2737	1179
STX4	2292	1565
STX5	3387	2235
STX6	3142	1981
STX7	2101	6863
STX8	946	1993
STXBP1	971	5497
STXBP2	1441	202
STXBP3	2180	2387
STXBP4	380	664
STXBP5	1181	2064
STXBP5L	10	1
STXBP6	1015	401
STYK1	916	60
STYX	1224	2086
STYXL1	1955	967
SUB1	19818	9973
SUCLA2	1156	7438
SUCLG1	4076	10438
SUCLG2	2916	7611
SUCNR1	22	375
SUCO	2912	2830
SUDS3	2914	2536
SUFU	1414	1649
SUGCT	1159	189
SUGP1	1132	1081
SUGP2	3776	2708
SUGT1	2269	3054
SULF1	17304	5032
SULF2	15199	5332
SULT1A1	197	782
SULT1A2	4	9
SULT1A3	1	0
SULT1A4	0	0
SULT1B1	163	65
SULT1C2	12	14
SULT1C3	0	12
SULT1C4	78	384
SULT1E1	3	0
SULT2A1	2	1
SULT2B1	794	74
SULT4A1	269	13
SULT6B1	0	2
SUMF1	2597	2732
SUMF2	11371	5699
SUMO1	7509	4946
SUMO2	10369	6173
SUMO3	16023	5026
SUMO4	2	2
SUN1	8597	9803
SUN2	6964	7678
SUN3	12	1
SUN5	30	0
SUOX	609	2969
SUPT16H	8795	8246
SUPT20H	2140	1724
SUPT20HL1	0	6
SUPT20HL2	0	0
SUPT3H	237	411
SUPT4H1	0	0
SUPT5H	19823	4967
SUPT6H	21488	8932
SUPT7L	2429	2307
SUPV3L1	2916	1588
SURF1	1047	2116
SURF2	639	245
SURF4	23745	18558
SURF6	2599	1547
SUSD1	644	620
SUSD2	4570	969
SUSD3	114	164
SUSD4	473	173
SUSD5	53	219
SUSD6	3283	3038
SUV39H1	1434	378
SUV39H2	1157	308
SUZ12	3417	2416
SV2A	244	145
SV2B	44	494
SV2C	45	21
SVEP1	666	39006
SVIL	13797	8612
SVIP	1174	814
SVOP	21	5
SVOPL	213	21
SWAP70	2892	6261
SWI5	1150	727
SWSAP1	79	78
SWT1	321	580
SYAP1	6190	4571
SYBU	759	1981
SYCE1	0	14
SYCE1L	53	30
SYCE2	5	32
SYCE3	19	6
SYCN	0	0
SYCP1	0	11
SYCP2	818	258
SYCP2L	163	24
SYCP3	4	27
SYDE1	1503	1457
SYDE2	333	439
SYF2	2215	3900
SYK	1050	1190
SYMPK	13090	3326
SYN1	70	22
SYN2	329	1660
SYN3	84	142
SYNC	123	360
SYNCRIP	11215	8945
SYNDIG1	581	147
SYNDIG1L	14	8
SYNE1	1694	10109
SYNE2	7573	12537
SYNE3	418	14268
SYNE4	1580	64
SYNGAP1	584	705
SYNGR1	1183	1169
SYNGR2	17896	5170
SYNGR3	64	7
SYNGR4	3	0
SYNJ1	822	1116
SYNJ2	3770	1285
SYNJ2BP	1123	3826
SYNJ2BP-COX16	0	0
SYNM	6088	16254
SYNPO	6058	21095
SYNPO2	932	17115
SYNPO2L	10	21
SYNPR	8	0
SYNRG	1986	2984
SYP	81	108
SYPL1	8012	9458
SYPL2	49	289
SYS1	2201	2191
SYT1	138	207
SYT10	1	0
SYT11	953	1611
SYT12	394	336
SYT13	1017	60
SYT14	85	0
SYT15	32	92
SYT16	49	18
SYT17	202	373
SYT2	25	33
SYT3	174	3
SYT4	2	8
SYT5	21	5
SYT6	1	17
SYT7	7747	1047
SYT8	1488	135
SYT9	4	16
SYTL1	631	253
SYTL2	1754	1575
SYTL3	225	491
SYTL4	353	566
SYTL5	187	44
SYVN1	2645	4102
SZRD1	6421	4316
SZT2	1705	2652
TAAR1	1	0
TAAR2	0	0
TAAR5	0	0
TAAR6	0	0
TAAR8	0	0
TAAR9	0	0
TAB1	1786	1322
TAB2	5027	7862
TAB3	2604	2162
TAC1	2	38
TAC3	2	1
TAC4	10	2
TACC1	3020	31738
TACC2	5532	5150
TACC3	3393	440
TACO1	1699	1017
TACR1	88	1773
TACR2	82	71
TACR3	2	0
TACSTD2	31136	4342
TADA1	820	653
TADA2A	512	855
TADA2B	1402	2140
TADA3	5178	3662
TAF1	4653	4653
TAF10	43	135
TAF11	1075	917
TAF12	1066	1198
TAF13	1577	1316
TAF15	5624	5225
TAF1A	377	253
TAF1B	694	700
TAF1C	1139	1228
TAF1D	1892	1953
TAF1L	0	2
TAF2	4442	1913
TAF3	1034	1027
TAF4	1523	972
TAF4B	549	496
TAF5	433	346
TAF5L	1826	1195
TAF6	1844	1048
TAF6L	464	311
TAF7	6123	6469
TAF7L	44	3
TAF8	677	2727
TAF9	909	1327
TAF9B	1013	2829
TAGAP	518	220
TAGLN	18904	16332
TAGLN2	121087	18199
TAGLN3	22	2
TAL1	93	599
TAL2	4	3
TALDO1	9965	10217
TAMM41	209	396
TANC1	4329	2747
TANC2	8018	2006
TANGO2	325	613
TANGO6	675	848
TANK	1758	2863
TAOK1	5063	9980
TAOK2	2503	3763
TAOK3	2372	2467
TAP1	4196	1840
TAP2	1334	1280
TAPBP	13922	6295
TAPBPL	647	1109
TAPT1	610	2264
TARBP1	5945	1622
TARBP2	1124	549
TARDBP	4062	3820
TARM1	0	0
TARS2	4420	1425
TAS1R1	32	17
TAS1R2	2	0
TAS1R3	18	17
TAS2R1	0	0
TAS2R10	2	16
TAS2R13	0	0
TAS2R14	25	42
TAS2R16	0	0
TAS2R19	7	5
TAS2R20	33	30
TAS2R3	0	3
TAS2R30	1	0
TAS2R31	7	4
TAS2R38	0	0
TAS2R39	0	0
TAS2R4	24	48
TAS2R40	0	0
TAS2R41	0	0
TAS2R42	0	0
TAS2R43	1	1
TAS2R46	0	1
TAS2R5	10	29
TAS2R50	1	4
TAS2R60	0	0
TAS2R7	0	0
TAS2R8	0	0
TAS2R9	0	0
TASP1	641	498
TAT	12	806
TATDN1	1363	1148
TATDN2	1272	912
TATDN3	354	1236
TAX1BP1	13666	7349
TAX1BP3	4	4
TBATA	0	32
TBC1D1	11151	3481
TBC1D10A	810	448
TBC1D10B	2951	2104
TBC1D10C	39	116
TBC1D12	545	1508
TBC1D13	1643	3928
TBC1D14	1084	1872
TBC1D15	1597	4202
TBC1D16	10502	12286
TBC1D17	2310	3155
TBC1D19	235	506
TBC1D2	1086	426
TBC1D20	4241	4763
TBC1D21	0	0
TBC1D22A	2380	2167
TBC1D22B	1121	652
TBC1D23	3483	2788
TBC1D24	1304	2096
TBC1D25	1368	1027
TBC1D26	2	1
TBC1D28	2	0
TBC1D2B	2050	7288
TBC1D3	0	38
TBC1D30	103	54
TBC1D31	980	252
TBC1D32	158	225
TBC1D3B	0	3
TBC1D3F	0	0
TBC1D3H	0	0
TBC1D4	2792	5668
TBC1D5	1853	6062
TBC1D7	972	346
TBC1D8	2387	1478
TBC1D8B	1359	777
TBC1D9	2163	5074
TBC1D9B	8513	10996
TBCA	3237	3707
TBCB	8121	1644
TBCC	846	837
TBCCD1	622	462
TBCD	7887	3220
TBCE	55	54
TBCEL	839	1382
TBCK	1047	2468
TBK1	1173	1373
TBKBP1	968	858
TBL1X	2212	3254
TBL1XR1	8413	9968
TBL1Y	0	0
TBL2	5443	1791
TBL3	2236	1389
TBP	595	683
TBPL1	509	568
TBPL2	0	1
TBR1	3	3
TBRG1	681	1549
TBRG4	8036	1868
TBX1	960	131
TBX10	3	1
TBX15	408	3550
TBX18	199	1314
TBX19	979	105
TBX2	700	648
TBX20	2	1
TBX21	6	46
TBX22	1	2
TBX3	2098	2685
TBX4	6	50
TBX5	93	457
TBX6	17	50
TBXA2R	206	154
TBXAS1	192	618
TC2N	1379	3536
TCAF1	1799	2262
TCAF2	1564	245
TCAIM	819	1748
TCAP	47	10
TCEA1	3875	4417
TCEA2	2829	1121
TCEA3	3299	1751
TCEAL1	249	893
TCEAL2	7	167
TCEAL3	921	759
TCEAL4	3560	4175
TCEAL5	1	77
TCEAL6	0	19
TCEAL7	43	479
TCEAL8	2514	2693
TCEANC	187	338
TCEANC2	541	1258
TCERG1	3459	2206
TCERG1L	0	3
TCF12	4474	5323
TCF15	482	152
TCF19	1303	544
TCF20	7268	2309
TCF21	1	10
TCF23	1	24
TCF24	1	0
TCF25	4505	4468
TCF3	6665	1578
TCF4	3432	14557
TCF7	590	606
TCF7L1	6983	2851
TCF7L2	2684	3970
TCFL5	1350	1013
TCHH	16	8
TCHHL1	99	0
TCHP	758	795
TCIRG1	1939	1662
TCL1A	0	3
TCL1B	0	0
TCN1	1110	59
TCN2	316	4963
TCOF1	6580	1629
TCP1	15694	9010
TCP10L	0	5
TCP11	1	15
TCP11L1	474	870
TCP11L2	214	1030
TCP11X2	0	0
TCTA	1752	2309
TCTE1	3	1
TCTN1	520	1624
TCTN2	624	535
TCTN3	2027	2731
TDG	2067	830
TDGF1	0	3
TDO2	72	4
TDP1	1096	588
TDP2	1381	2524
TDRD1	4	70
TDRD10	6	187
TDRD12	59	10
TDRD15	0	1
TDRD3	1053	1636
TDRD5	522	75
TDRD6	66	102
TDRD7	1006	1307
TDRD9	10	63
TDRKH	2426	553
TDRP	782	766
TEAD1	3757	15138
TEAD2	13360	1345
TEAD3	3220	897
TEAD4	1701	301
TEC	123	110
TECPR1	1951	1203
TECPR2	918	2158
TECR	3569	5990
TECRL	0	0
TECTA	63	85
TECTB	0	8
TEDDM1	6	0
TEF	976	6233
TEFM	179	231
TEK	302	3929
TEKT1	3	2
TEKT2	8	9
TEKT3	56	21
TEKT4	2	11
TEKT5	2	2
TELO2	1863	1064
TEN1	6	1
TENM1	31	552
TENM2	101	430
TENM3	768	2745
TENM4	543	1244
TEP1	1420	2347
TEPP	0	15
TERF1	1771	1702
TERF2	1353	1695
TERF2IP	1902	4565
TERT	7	3
TES	7275	2860
TESC	49	179
TESK1	2875	4507
TESK2	404	236
TESPA1	12	117
TET1	370	255
TET2	1960	1689
TET3	5597	674
TEX10	1351	1284
TEX101	0	1
TEX11	6	3
TEX12	4	4
TEX13A	0	0
TEX13B	0	0
TEX14	34	20
TEX15	469	3
TEX19	10	0
TEX2	8577	4920
TEX22	29	12
TEX26	0	8
TEX261	9574	7453
TEX264	1935	2188
TEX28	0	0
TEX29	11	16
TEX30	269	170
TEX33	0	1
TEX35	1	2
TEX36	0	2
TEX37	0	0
TEX38	2	4
TEX43	0	1
TEX9	262	192
TF	10387	10025
TFAM	2564	2768
TFAP2A	4180	569
TFAP2B	24	449
TFAP2C	3349	921
TFAP2D	0	0
TFAP2E	131	25
TFAP4	1568	487
TFB1M	352	311
TFB2M	2146	852
TFCP2	2994	2394
TFCP2L1	5610	615
TFDP1	5919	3657
TFDP2	2874	5852
TFDP3	9	0
TFE3	5580	8426
TFEB	831	906
TFEC	128	326
TFF1	16	28
TFF2	5	0
TFF3	5	426
TFG	11128	4165
TFIP11	1394	1359
TFPI	1261	5292
TFPI2	197	223
TFPT	1247	245
TFR2	591	16
TFRC	13293	2534
TG	75	23
TGDS	490	855
TGFA	2120	224
TGFB1	3255	1489
TGFB1I1	1719	2088
TGFB2	758	1452
TGFB3	1650	1716
TGFBI	39732	10132
TGFBR1	4038	4503
TGFBR2	3025	45501
TGFBR3	175	27299
TGFBR3L	2	1
TGFBRAP1	4185	2189
TGIF1	3475	1447
TGIF2	4840	855
TGIF2LX	0	0
TGIF2LY	0	0
TGM1	70	29
TGM2	3272	1660
TGM3	0	0
TGM4	1	1
TGM5	795	22
TGM6	0	0
TGM7	5	1
TGOLN2	17031	23467
TGS1	1792	1298
TH	25	1
THADA	3991	2081
THAP1	357	570
THAP10	106	179
THAP11	848	1032
THAP2	241	387
THAP3	747	966
THAP4	3183	2011
THAP5	1205	1746
THAP6	289	895
THAP7	824	828
THAP8	846	234
THAP9	157	307
THBD	396	1818
THBS1	51148	21170
THBS2	15641	6928
THBS3	1231	1162
THBS4	195	3770
THEG	22	3
THEG5	0	0
THEGL	17	0
THEM4	1357	1067
THEM5	135	120
THEM6	4134	1308
THEMIS	2	30
THEMIS2	1169	705
THG1L	601	488
THNSL1	1174	467
THNSL2	2347	3138
THOC1	1377	1089
THOC2	4773	3142
THOC3	513	253
THOC5	3770	1710
THOC6	2721	435
THOC7	2311	2481
THOP1	2291	737
THPO	30	88
THRA	1731	6004
THRAP3	8786	8884
THRB	842	5376
THRSP	3	9836
THSD1	255	855
THSD4	524	1519
THSD7A	120	746
THSD7B	8	391
THTPA	110	299
THUMPD1	2001	4319
THUMPD2	1320	418
THUMPD3	1117	1595
THY1	7931	2896
THYN1	819	2713
TIA1	4500	3554
TIAL1	4420	4207
TIAM1	1221	501
TIAM2	316	299
TICAM1	1663	608
TICAM2	3	4
TICRR	1009	58
TIE1	1565	4583
TIFA	892	709
TIFAB	6	6
TIGAR	419	268
TIGD1	361	128
TIGD2	830	500
TIGD3	26	8
TIGD4	9	18
TIGD5	712	262
TIGD6	247	444
TIGD7	87	81
TIGIT	17	55
TIMD4	8	67
TIMELESS	2593	821
TIMM10	1015	1231
TIMM10B	1090	1904
TIMM13	2978	1099
TIMM17A	3725	2158
TIMM17B	2483	740
TIMM21	753	1280
TIMM22	1382	1193
TIMM23	4176	2152
TIMM23B	121	113
TIMM44	1634	1116
TIMM50	5600	2197
TIMM8A	611	286
TIMM8B	1608	1118
TIMM9	762	1115
TIMMDC1	4170	3350
TIMP1	24720	5495
TIMP2	20965	60947
TIMP3	93079	148907
TIMP4	5	16485
TINAG	0	0
TINAGL1	3996	4505
TINF2	1601	3180
TIPARP	1410	1673
TIPIN	394	311
TIPRL	3617	2108
TIRAP	288	235
TJAP1	1219	1307
TJP1	5156	8819
TJP2	76	221
TJP3	1337	161
TK1	9451	176
TK2	626	5090
TKFC	1129	1205
TKT	80704	24191
TKTL1	1	12
TKTL2	0	0
TLCD1	993	60
TLCD2	445	3824
TLDC2	15	23
TLE1	3297	3636
TLE2	1253	2218
TLE3	5599	2743
TLE4	928	1217
TLE6	193	49
TLK1	4720	3403
TLK2	3136	1674
TLL1	80	811
TLL2	153	15
TLN1	39435	56300
TLN2	1616	13365
TLR1	1110	619
TLR10	9	65
TLR2	790	665
TLR3	323	1905
TLR4	305	5328
TLR5	348	829
TLR6	989	186
TLR7	134	293
TLR8	15	221
TLR9	12	5
TLX1	90	1
TLX1NB	3	1
TLX2	0	0
TLX3	7	0
TM2D1	1026	1481
TM2D2	1691	2224
TM2D3	1182	2025
TM4SF1	54186	8930
TM4SF18	4407	2492
TM4SF19	4	4
TM4SF20	0	7
TM4SF4	4	7
TM4SF5	0	0
TM6SF1	24	201
TM6SF2	26	7
TM7SF2	530	5927
TM7SF3	6235	3568
TM9SF1	188	117
TM9SF2	23807	13775
TM9SF3	11917	18076
TM9SF4	13222	4664
TMA16	1426	758
TMA7	936	565
TMBIM1	11110	24170
TMBIM4	202	1469
TMBIM6	41736	53173
TMC1	30	27
TMC2	10	165
TMC3	6	16
TMC4	2494	468
TMC5	162	169
TMC6	6681	1299
TMC7	205	174
TMC8	259	326
TMCC1	3449	2417
TMCC2	813	169
TMCC3	870	1336
TMCO1	6966	4984
TMCO2	1	1
TMCO3	3201	2995
TMCO4	2405	1496
TMCO5A	1	0
TMCO6	328	564
TMED1	251	260
TMED10	18156	18834
TMED2	22215	14239
TMED3	11332	1922
TMED4	6796	4591
TMED5	2879	5534
TMED6	14	22
TMED7	2532	5515
TMED7-TICAM2	0	2
TMED8	1486	2462
TMED9	16422	4717
TMEFF1	1	0
TMEFF2	1	22
TMEM100	237	1733
TMEM101	1329	1307
TMEM102	472	64
TMEM104	2777	1036
TMEM105	649	4
TMEM106A	254	485
TMEM106B	3315	5520
TMEM106C	4431	2718
TMEM107	514	597
TMEM108	884	116
TMEM109	10613	10316
TMEM11	1306	1550
TMEM114	0	0
TMEM115	1611	1782
TMEM116	225	523
TMEM117	723	469
TMEM119	955	2848
TMEM120A	3172	4312
TMEM120B	825	1656
TMEM121	52	45
TMEM123	36301	11064
TMEM125	1504	131
TMEM126A	393	1069
TMEM126B	781	1856
TMEM127	8844	6219
TMEM128	469	1228
TMEM129	1596	2086
TMEM130	235	15
TMEM131	4225	4451
TMEM132A	7954	274
TMEM132B	14	94
TMEM132C	11	10031
TMEM132D	0	1
TMEM132E	18	6
TMEM134	1177	639
TMEM135	988	4764
TMEM138	960	1456
TMEM139	1306	75
TMEM140	1065	3029
TMEM141	938	408
TMEM143	154	747
TMEM144	946	1116
TMEM145	38	6
TMEM147	8617	1783
TMEM14A	1098	821
TMEM14B	2873	2346
TMEM14C	5373	6102
TMEM150A	918	718
TMEM150B	34	106
TMEM150C	346	925
TMEM151A	54	1
TMEM151B	4	0
TMEM154	526	296
TMEM156	14	51
TMEM158	2341	89
TMEM160	518	86
TMEM161A	1268	977
TMEM161B	363	598
TMEM163	71	99
TMEM164	3319	4909
TMEM165	4936	2764
TMEM167B	3312	4510
TMEM168	2279	2527
TMEM169	55	174
TMEM17	154	241
TMEM170A	712	1103
TMEM170B	184	4489
TMEM171	50	2
TMEM174	0	0
TMEM175	552	1259
TMEM176A	210	2141
TMEM176B	330	4410
TMEM177	565	243
TMEM178A	64	244
TMEM178B	831	345
TMEM179	133	21
TMEM179B	988	1077
TMEM18	1139	1920
TMEM181	2230	3269
TMEM182	404	301
TMEM183A	2443	1679
TMEM184A	1735	105
TMEM184B	10039	4561
TMEM184C	1148	2279
TMEM185A	676	856
TMEM185B	2939	2245
TMEM186	436	402
TMEM187	454	583
TMEM19	684	1728
TMEM190	0	1
TMEM191B	1	1
TMEM191C	11	0
TMEM192	1527	3261
TMEM196	0	4
TMEM198	415	63
TMEM199	396	238
TMEM200A	960	309
TMEM200B	108	792
TMEM200C	1229	65
TMEM201	1440	562
TMEM202	0	0
TMEM203	1370	1713
TMEM204	855	1570
TMEM205	408	558
TMEM207	1	0
TMEM208	3594	873
TMEM209	1772	1410
TMEM210	0	1
TMEM212	0	0
TMEM213	39	38
TMEM214	11547	6785
TMEM215	1	0
TMEM216	743	553
TMEM217	31	20
TMEM218	715	1265
TMEM219	4045	4335
TMEM220	30	894
TMEM221	9	49
TMEM222	3497	1740
TMEM223	636	475
TMEM225	0	0
TMEM229A	0	0
TMEM229B	270	343
TMEM230	4339	10016
TMEM231	466	520
TMEM232	128	88
TMEM233	92	57
TMEM234	351	195
TMEM235	1	0
TMEM236	16	22
TMEM237	1776	1821
TMEM238	377	20
TMEM239	0	0
TMEM240	27	39
TMEM241	1063	549
TMEM242	463	1392
TMEM243	534	818
TMEM244	1	10
TMEM245	2993	12389
TMEM247	0	0
TMEM248	8558	7868
TMEM249	18	2
TMEM25	498	1121
TMEM252	0	87
TMEM253	2	8
TMEM254	1645	1646
TMEM255A	13	684
TMEM255B	532	417
TMEM256	708	449
TMEM258	2397	1382
TMEM259	2210	3083
TMEM26	99	115
TMEM260	948	1129
TMEM262	11	7
TMEM263	3518	2726
TMEM265	0	0
TMEM30A	9202	11621
TMEM30B	789	705
TMEM31	6	2
TMEM33	2656	2824
TMEM37	157	9795
TMEM38A	2002	272
TMEM38B	471	528
TMEM39A	3104	1648
TMEM39B	1227	677
TMEM40	249	104
TMEM41A	2967	1314
TMEM41B	1264	983
TMEM42	385	835
TMEM43	4478	8731
TMEM44	524	542
TMEM45A	4778	753
TMEM45B	60	108
TMEM47	2598	5894
TMEM50A	6763	6916
TMEM50B	2598	3996
TMEM51	1301	192
TMEM52	349	97
TMEM52B	45	12
TMEM53	456	598
TMEM54	2808	510
TMEM59	12093	18077
TMEM59L	117	23
TMEM60	738	766
TMEM61	31	9
TMEM62	858	836
TMEM63A	3838	3272
TMEM63B	2242	1433
TMEM63C	900	120
TMEM64	3121	2747
TMEM65	4778	1146
TMEM67	432	499
TMEM68	954	861
TMEM69	1718	1172
TMEM70	1907	908
TMEM71	114	118
TMEM72	2	2
TMEM74	111	73
TMEM74B	103	26
TMEM79	2440	278
TMEM80	915	875
TMEM81	208	144
TMEM82	0	0
TMEM86A	222	448
TMEM86B	106	27
TMEM87A	3503	3849
TMEM87B	2590	1825
TMEM88	79	498
TMEM88B	2	0
TMEM89	1	0
TMEM8B	2091	2471
TMEM9	8160	2757
TMEM91	139	105
TMEM92	92	9
TMEM95	1089	0
TMEM97	1976	367
TMEM98	1717	2186
TMEM9B	1975	2527
TMF1	2301	2328
TMIE	18	48
TMIGD1	0	0
TMIGD2	2	2
TMIGD3	28	34
TMLHE	580	942
TMOD1	204	1352
TMOD2	948	2377
TMOD3	2995	3950
TMOD4	14	32
TMPO	4573	2469
TMPPE	68	100
TMPRSS11A	2	0
TMPRSS11B	0	0
TMPRSS11D	6	2
TMPRSS11E	40	5
TMPRSS11F	2	1
TMPRSS12	15	0
TMPRSS13	3439	147
TMPRSS15	1	0
TMPRSS2	533	429
TMPRSS3	2451	167
TMPRSS4	67	3
TMPRSS5	78	39
TMPRSS6	22	10
TMPRSS7	2	1
TMPRSS9	16	27
TMSB10	128545	29349
TMSB15A	36	27
TMSB15B	121	0
TMSB4X	83039	68980
TMSB4Y	0	0
TMTC1	129	11260
TMTC2	578	696
TMTC3	1261	2108
TMTC4	1384	841
TMUB1	2288	686
TMUB2	1319	1998
TMX1	1751	2906
TMX2	3827	3675
TMX3	1783	4866
TMX4	3480	6570
TNC	36646	15561
TNF	176	63
TNFAIP1	3431	2919
TNFAIP2	6510	6364
TNFAIP3	1687	889
TNFAIP6	433	402
TNFAIP8	534	3015
TNFAIP8L1	1546	553
TNFAIP8L2	30	172
TNFAIP8L3	345	299
TNFRSF10A	369	296
TNFRSF10B	2271	1771
TNFRSF10C	15	40
TNFRSF10D	349	459
TNFRSF11A	2334	296
TNFRSF11B	817	174
TNFRSF12A	19710	272
TNFRSF13B	0	4
TNFRSF13C	38	34
TNFRSF14	1272	1612
TNFRSF17	5	58
TNFRSF18	857	22
TNFRSF19	997	424
TNFRSF1A	5426	9066
TNFRSF1B	885	3958
TNFRSF21	6084	7060
TNFRSF25	1342	446
TNFRSF4	230	66
TNFRSF6B	0	0
TNFRSF8	40	245
TNFRSF9	63	19
TNFSF10	4072	10222
TNFSF11	30	2
TNFSF12	728	1894
TNFSF12-TNFSF13	0	0
TNFSF13	217	246
TNFSF13B	270	382
TNFSF14	42	132
TNFSF15	299	174
TNFSF18	6	9
TNFSF4	423	161
TNFSF8	44	147
TNFSF9	190	41
TNIK	994	522
TNIP1	7566	15197
TNIP2	1822	1282
TNIP3	7	8
TNK1	2559	317
TNK2	2840	2133
TNKS	1681	3970
TNKS1BP1	14628	11111
TNKS2	2913	5216
TNMD	0	770
TNN	102	885
TNNC1	90	21
TNNC2	104	61
TNNI1	51	27
TNNI2	226	38
TNNI3	61	0
TNNI3K	2	5
TNNT1	3663	20
TNNT2	68	7
TNNT3	4	1659
TNP1	0	0
TNP2	1	0
TNPO1	4923	8228
TNPO2	5274	5885
TNPO3	7396	4338
TNR	16	3
TNRC18	7085	3760
TNRC6A	2177	5138
TNRC6B	1976	3078
TNRC6C	1282	2140
TNS1	11849	188102
TNS2	1729	21966
TNS3	14020	12554
TNS4	6639	947
TNXB	124	31733
TOB1	2630	3633
TOB2	3950	5664
TOE1	648	377
TOLLIP	3094	3540
TOM1	3498	3370
TOM1L1	908	818
TOM1L2	3345	4772
TOMM20	30873	14872
TOMM20L	2	13
TOMM22	4669	3515
TOMM34	5645	934
TOMM40	11170	994
TOMM40L	1590	542
TOMM5	56	47
TOMM6	0	0
TOMM7	8147	11107
TONSL	2093	154
TOP1	7210	4140
TOP1MT	4300	545
TOP2A	15866	443
TOP2B	12056	10365
TOP3A	1832	1382
TOP3B	4	4
TOPAZ1	0	1
TOPBP1	4373	1791
TOPORS	937	1570
TOR1A	1745	2157
TOR1AIP1	2600	8030
TOR1AIP2	3869	4296
TOR1B	1279	1177
TOR2A	449	301
TOR3A	3557	1743
TOR4A	285	261
TOX	59	103
TOX2	147	324
TOX3	583	43
TOX4	2800	4513
TP53	1306	1887
TP53AIP1	25	75
TP53BP1	2515	2363
TP53BP2	4586	1684
TP53I11	10042	3760
TP53I13	703	1545
TP53I3	734	618
TP53INP1	1543	3428
TP53INP2	2424	1940
TP53RK	2078	816
TP53TG3	0	0
TP53TG3C	0	0
TP53TG5	26	19
TP63	135	996
TP73	164	54
TPBG	2615	1088
TPBGL	38	8
TPCN1	1352	5665
TPCN2	335	434
TPD52	10786	1197
TPD52L1	2504	1120
TPD52L2	13382	7708
TPD52L3	0	0
